Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Company Name,Sector,Industry,Market Cap,P/E Ratio,Beta,Dividend Yield,52 Week High,52 Week Low
2005-06-24 00:00:00+05:30,87.9868911461231,90.85236461256771,80.9277121598719,89.55784606933594,292562,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-06-27 00:00:00+05:30,88.492559246166,91.4928763401666,87.98688747904505,88.44535827636719,199938,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-06-28 00:00:00+05:30,89.638737344772,90.00956532692332,84.64944720211699,85.39109802246094,251932,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-06-29 00:00:00+05:30,87.33181110629266,89.1908011351303,84.77824937803848,85.3570556640625,216824,108.1475,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-06-30 00:00:00+05:30,86.1401442215168,89.54489300497596,86.1401442215168,87.0594253540039,387876,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-07-01 00:00:00+05:30,87.8425255438245,90.21222797474503,86.14015101778138,89.73556518554688,261574,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-07-04 00:00:00+05:30,90.28032086043444,94.65201709373486,89.3746564284367,91.88054656982422,390384,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-07-05 00:00:00+05:30,91.28132604959734,93.63060086595836,87.70633947107893,88.08086395263672,165828,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-07-06 00:00:00+05:30,88.86395301016827,90.9068025046549,88.5234780944205,89.5653305053711,110592,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-07-07 00:00:00+05:30,90.56632257434737,94.65202133709987,90.22584767745131,90.68888854980469,452188,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-07-08 00:00:00+05:30,91.02936682536138,93.11988775732044,90.90680084535488,92.33679962158203,166936,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-07-11 00:00:00+05:30,93.63059594597615,97.7162946781642,92.35722316606102,96.69486999511719,621534,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-07-12 00:00:00+05:30,93.63058899723538,98.39723716436737,91.94864231273849,93.68506622314453,304746,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-07-13 00:00:00+05:30,94.03917468315281,102.12885151234985,94.03917468315281,98.73772430419922,802110,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-07-14 00:00:00+05:30,99.41866457535046,102.74170271624367,97.13747873198884,98.51980590820312,729550,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-07-15 00:00:00+05:30,99.07819245454664,102.82341622430613,98.09081735697657,101.97222900390625,588582,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-07-18 00:00:00+05:30,103.67458049804314,107.24956603245842,96.35437202281186,97.328125,907318,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-07-19 00:00:00+05:30,98.05675455577118,105.7174385054408,98.05675455577118,104.6619644165039,932378,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-07-20 00:00:00+05:30,107.23596799278944,109.25838966209717,103.86526867409954,104.51216888427734,1348734,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-07-21 00:00:00+05:30,105.51317035548611,105.51317035548611,100.44009637917425,102.1084213256836,309336,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-07-22 00:00:00+05:30,100.47413221321808,103.6405442219128,100.47413221321808,101.75431060791016,156050,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-07-25 00:00:00+05:30,102.46932700847317,103.0277108537708,96.35440047427808,97.64820098876953,192782,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-07-26 00:00:00+05:30,97.64819420723117,102.14246690734183,97.63458269278124,98.38362121582031,219010,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-07-27 00:00:00+05:30,100.44010054149163,101.01891205673225,97.03535137059362,97.8388671875,73102,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-07-28 00:00:00+05:30,97.83548736572266,97.83548736572266,97.83548736572266,97.83548736572266,0,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-07-29 00:00:00+05:30,96.0819975194072,98.73769693598135,95.33294876577509,95.59171295166016,79976,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-08-01 00:00:00+05:30,95.67343756808019,96.5927238646014,92.97006629452757,94.1957778930664,84124,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-08-02 00:00:00+05:30,94.31153627887515,97.78438400923038,94.31153627887515,97.02171325683594,115544,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-08-03 00:00:00+05:30,97.03532625745227,100.09959971821391,96.54504167249303,97.37580108642578,163392,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-08-04 00:00:00+05:30,97.7162873954456,98.70366243737558,96.35438791955089,96.72891235351562,71764,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-08-05 00:00:00+05:30,95.87773299623545,97.71629536046392,95.864111091035,96.18415832519531,52518,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-08-08 00:00:00+05:30,99.65702266716168,99.65702266716168,95.33298661794508,96.21822357177734,109452,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-08-09 00:00:00+05:30,96.69487467740427,99.41867396409171,96.69487467740427,98.65601348876953,123566,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-08-10 00:00:00+05:30,99.07818311237794,100.44008253660307,98.45171062409054,99.16670989990234,212756,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-08-11 00:00:00+05:30,100.09961404850918,102.10841374893995,99.18032772248847,99.6910400390625,166352,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-08-12 00:00:00+05:30,100.4401027251111,101.4615274985868,97.20559094243804,97.51201629638672,47084,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-08-16 00:00:00+05:30,97.37584838975692,99.99751000259312,96.71532606944177,99.01012420654297,60142,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-08-17 00:00:00+05:30,98.29509610136125,99.35055985351754,97.37580982445364,97.56647491455078,116568,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-08-18 00:00:00+05:30,98.39724274157443,102.95960416776124,97.71629296481613,100.67842864990234,300450,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-08-19 00:00:00+05:30,100.44009281153961,101.46151748419933,98.73771835710674,99.71147155761719,107070,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-08-22 00:00:00+05:30,99.41866540351909,100.13366473280254,97.29410546779116,97.92057800292969,53596,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-08-23 00:00:00+05:30,98.73771094857904,99.07818581391896,95.18315252319273,95.45552825927734,58292,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-08-24 00:00:00+05:30,95.3329726070499,95.35340026994243,90.90679887886543,91.54007720947266,71774,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-08-25 00:00:00+05:30,92.43893222491533,94.78820687739949,90.90679522671232,92.09845733642578,153108,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-08-26 00:00:00+05:30,93.63060486319536,101.10743134584834,92.94965500964486,97.66863250732422,335414,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
2005-08-29 00:00:00+05:30,96.69487305738461,100.6443840350055,94.059600616616,97.85248565673828,114758,0.0,0.0,NUCLEUS.NS,Nucleus Software Exports Limited,Technology,Software - Application,31467198464,19.263245,-0.107,1.06,1645.0,725.0
