Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Company Name,Sector,Industry,Market Cap,P/E Ratio,Beta,Dividend Yield,52 Week High,52 Week Low
2019-07-04 00:00:00+05:30,572.4441713122987,649.0934756066574,572.4441713122987,631.6047973632812,15123226,0.0,0.0,INDIAMART.NS,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,147708084224,26.760088,0.553,1.21,3198.4,1900.1
2019-07-05 00:00:00+05:30,637.3049658942177,653.7991195410032,633.0844267369107,643.0537109375,2809364,0.0,0.0,INDIAMART.NS,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,147708084224,26.760088,0.553,1.21,3198.4,1900.1
2019-07-08 00:00:00+05:30,636.4802988863331,663.9867027496833,630.222210933053,653.6778564453125,925882,0.0,0.0,INDIAMART.NS,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,147708084224,26.760088,0.553,1.21,3198.4,1900.1
2019-07-09 00:00:00+05:30,650.0637448682609,656.709895288635,641.1859849634228,644.0482177734375,351768,0.0,0.0,INDIAMART.NS,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,147708084224,26.760088,0.553,1.21,3198.4,1900.1
2019-07-10 00:00:00+05:30,645.1154716039036,648.6568278380158,641.1374343632808,642.9081420898438,126072,0.0,0.0,INDIAMART.NS,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,147708084224,26.760088,0.553,1.21,3198.4,1900.1
2019-07-11 00:00:00+05:30,649.0934040301028,649.0934040301028,642.0348534152658,642.8110961914062,158714,0.0,0.0,INDIAMART.NS,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,147708084224,26.760088,0.553,1.21,3198.4,1900.1
2019-07-12 00:00:00+05:30,642.7868064674037,650.0636382387329,603.9770370203153,632.2111206054688,390750,0.0,0.0,INDIAMART.NS,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,147708084224,26.760088,0.553,1.21,3198.4,1900.1
2019-07-15 00:00:00+05:30,630.6588439700921,641.816654286486,611.25395646332,615.6200561523438,111966,0.0,0.0,INDIAMART.NS,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,147708084224,26.760088,0.553,1.21,3198.4,1900.1
2019-07-16 00:00:00+05:30,618.4579961790466,618.9916187305254,606.402721911254,607.5912475585938,109908,0.0,0.0,INDIAMART.NS,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,147708084224,26.760088,0.553,1.21,3198.4,1900.1
2019-07-17 00:00:00+05:30,609.7015736792549,628.3544976342163,604.6320114153402,622.9453735351562,202698,0.0,0.0,INDIAMART.NS,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,147708084224,26.760088,0.553,1.21,3198.4,1900.1
