Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Company Name,Sector,Industry,Market Cap,P/E Ratio,Beta,Dividend Yield,52 Week High,52 Week Low
2017-04-21 00:00:00+05:30,248.82270526974645,261.26385498046875,248.82270526974645,261.26385498046875,214080,0.0,0.0,DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,21849272320,23.912773,0.299,0.78,583.75,352.0
2017-04-24 00:00:00+05:30,274.32037353515625,274.32037353515625,274.32037353515625,274.32037353515625,3747455,0.0,0.0,DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,21849272320,23.912773,0.299,0.78,583.75,352.0
2017-04-25 00:00:00+05:30,288.0301818847656,288.0301818847656,284.04410437712227,288.0301818847656,1589175,0.0,0.0,DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,21849272320,23.912773,0.299,0.78,583.75,352.0
2017-04-26 00:00:00+05:30,291.6186724833644,302.0146991966298,283.09734763807126,287.7178039550781,322235,0.0,0.0,DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,21849272320,23.912773,0.299,0.78,583.75,352.0
2017-04-27 00:00:00+05:30,289.3463383807607,289.3463383807607,276.0909435626123,282.99322509765625,799050,0.0,0.0,DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,21849272320,23.912773,0.299,0.78,583.75,352.0
2017-04-28 00:00:00+05:30,287.83141281232673,297.1385803222656,287.83141281232673,297.1385803222656,197015,0.0,0.0,DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,21849272320,23.912773,0.299,0.78,583.75,352.0
2017-05-02 00:00:00+05:30,311.9941101074219,311.9941101074219,311.9941101074219,311.9941101074219,39745,0.0,0.0,DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,21849272320,23.912773,0.299,0.78,583.75,352.0
2017-05-03 00:00:00+05:30,327.5881564366309,327.5881564366309,317.3720544980318,320.7900390625,255580,0.0,0.0,DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,21849272320,23.912773,0.299,0.78,583.75,352.0
2017-05-04 00:00:00+05:30,319.07627274032063,336.8290327221634,307.7618354874397,336.601806640625,326095,0.0,0.0,DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,21849272320,23.912773,0.299,0.78,583.75,352.0
2017-05-05 00:00:00+05:30,340.85298735936817,345.58705662824826,323.81033799139976,333.3258056640625,120705,0.0,0.0,DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,21849272320,23.912773,0.299,0.78,583.75,352.0
2017-05-08 00:00:00+05:30,336.87635345700886,337.81371880891214,321.91670630980974,333.9412536621094,68665,0.0,0.0,DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,21849272320,23.912773,0.299,0.78,583.75,352.0
2017-05-09 00:00:00+05:30,330.4379921131023,334.9826864640364,320.2502671214963,322.32379150390625,49575,0.0,0.0,DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,21849272320,23.912773,0.299,0.78,583.75,352.0
2017-05-10 00:00:00+05:30,322.8635539318165,327.2189038399957,319.0762981672204,321.62322998046875,35040,0.0,0.0,DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,21849272320,23.912773,0.299,0.78,583.75,352.0
2017-05-11 00:00:00+05:30,322.91082580401286,327.5880881553509,317.56133376412777,319.5023193359375,29425,0.0,0.0,DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,21849272320,23.912773,0.299,0.78,583.75,352.0
2017-05-12 00:00:00+05:30,321.9166793214334,321.9166793214334,311.5017279316223,318.3282470703125,23950,0.0,0.0,DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,21849272320,23.912773,0.299,0.78,583.75,352.0
2017-05-15 00:00:00+05:30,322.1060378776476,322.8634772929843,314.3610797176908,317.14471435546875,58130,0.0,0.0,DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,21849272320,23.912773,0.299,0.78,583.75,352.0
2017-05-16 00:00:00+05:30,315.28898078486037,320.0230495654138,312.6379138255355,317.0879211425781,24645,0.0,0.0,DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,Apparel Manufacturing,21849272320,23.912773,0.299,0.78,583.75,352.0
